,document_id,entity,document_text,own_llm_prompt,gold_answer,gigachat_entities
19,ru-1003,ORG,"Об этом сообщает агентство Рейтер. Сегодня премьер Тереза Мэй приняла отставку. О преемнике будет объявлено позже. Мэй поблагодарила Джонсона за работу, — говорится в официальном заявлении Даунинг-Стрит. Борис Джонсон стал вторым министром, покинувшим пост на фоне обсуждения правительством деталей плана выхода Великобритании из Евросоюза. Первым это сделал министр по вопросам брекзита Дэвид Дэвис.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **ORG** из приведенного текста.
    Организации, компании, учреждения. Примеры: 'ЕС', 'МИД России', 'The Guardian'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа ORG
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Об этом сообщает агентство Рейтер. Сегодня премьер Тереза Мэй приняла отставку. О преемнике будет объявлено позже. Мэй поблагодарила Джонсона за работу, — говорится в официальном заявлении Даунинг-Стрит. Борис Джонсон стал вторым министром, покинувшим пост на фоне обсуждения правительством деталей плана выхода Великобритании из Евросоюза. Первым это сделал министр по вопросам брекзита Дэвид Дэвис.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}","['ЕС', 'Рейтер']","['агентство Рейтер', 'Даунинг-Стрит', 'ЕС']"
20,ru-1003,PER,"Об этом сообщает агентство Рейтер. Сегодня премьер Тереза Мэй приняла отставку. О преемнике будет объявлено позже. Мэй поблагодарила Джонсона за работу, — говорится в официальном заявлении Даунинг-Стрит. Борис Джонсон стал вторым министром, покинувшим пост на фоне обсуждения правительством деталей плана выхода Великобритании из Евросоюза. Первым это сделал министр по вопросам брекзита Дэвид Дэвис.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **PER** из приведенного текста.
    Имена людей. Примеры: 'Тереза Мэй', 'Борис Джонсон', 'Мария Захарова'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа PER
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Об этом сообщает агентство Рейтер. Сегодня премьер Тереза Мэй приняла отставку. О преемнике будет объявлено позже. Мэй поблагодарила Джонсона за работу, — говорится в официальном заявлении Даунинг-Стрит. Борис Джонсон стал вторым министром, покинувшим пост на фоне обсуждения правительством деталей плана выхода Великобритании из Евросоюза. Первым это сделал министр по вопросам брекзита Дэвид Дэвис.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}","['Борис Джонсон', 'Дэвид Дэвис', 'Тереза Мэй']","['Тереза Мэй', 'Джонсон', 'Борис Джонсон', 'Дэвид Дэвис']"
21,ru-1004,EVT,"Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **EVT** из приведенного текста.
    События, исторические моменты. Примеры: 'Brexit', 'брекзит'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа EVT
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}",['Brexit'],"['Brexit', 'Brexit']"
22,ru-1004,LOC,"Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **LOC** из приведенного текста.
    Географические локации, города, страны. Примеры: 'Лондон', 'Великобритания', 'Брюссель'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа LOC
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}","['Германии', 'Западных Балкан', 'Лондон', 'Польши']","['Великобритания', 'Германия', 'Польша', 'Лондон']"
23,ru-1004,ORG,"Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **ORG** из приведенного текста.
    Организации, компании, учреждения. Примеры: 'ЕС', 'МИД России', 'The Guardian'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа ORG
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}","['ЕС', 'Консервативная партия', 'МИД Соединенного Королевства', 'ТАСС']","['ТАСС', 'ЕС', 'Евросоюз', 'Консервативная партия']"
24,ru-1004,PER,"Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **PER** из приведенного текста.
    Имена людей. Примеры: 'Тереза Мэй', 'Борис Джонсон', 'Мария Захарова'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа PER
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Глава МИД Великобритании Борис Джонсон ушел в отставку, сообщает ТАСС со ссылкой на канцелярию премьер-министра страны Терезы Мэй. Имя нового министра обещают назвать в ближайшее время. Также сообщается, что Мэй поблагодарила Джонсона за работу. 8 июля в отставку подал министр по вопросам Brexit Дэвид Дэвис. Причиной стало его несогласие с предложенным Мэй планом развития отношений с Евросоюзом после Brexit. Дэвис счел его слишком большой уступкой ЕС. Сообщалось, что Джонсон также резко раскритиковал план премьера. Сегодня экс-глава МИД должен был принять участие в пресс-конференции с коллегами из Германии и Польши на проходящем в Лондоне саммите по развитию региона Западных Балкан. В итоге Джонсон так и не пришел на мероприятие. Пост министра иностранных дел он занимал меньше двух лет. Политические аналитики полагают, что его отставка может привести к борьбе внутри правящей Консервативной партии за пост лидера, что в итоге станет причиной отставки Мэй с должности партийного руководителя и премьер-министра.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}","['Борис Джонсон', 'Дэвид Дэвис', 'Тереза Мэй']","['Борис Джонсон', 'Тереза Мэй', 'Дэвид Дэвис', 'Джонсон']"
25,ru-1006,EVT,"Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **EVT** из приведенного текста.
    События, исторические моменты. Примеры: 'Brexit', 'брекзит'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа EVT
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}",['Brexit'],['Brexit']
26,ru-1006,LOC,"Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **LOC** из приведенного текста.
    Географические локации, города, страны. Примеры: 'Лондон', 'Великобритания', 'Брюссель'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа LOC
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}",['Великобритания'],"['России', 'Великобритания']"
27,ru-1006,ORG,"Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **ORG** из приведенного текста.
    Организации, компании, учреждения. Примеры: 'ЕС', 'МИД России', 'The Guardian'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа ORG
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}",['МИД России'],"['МИД России', 'Facebook']"
28,ru-1006,PER,"Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **PER** из приведенного текста.
    Имена людей. Примеры: 'Тереза Мэй', 'Борис Джонсон', 'Мария Захарова'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа PER
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}","['Борис Джонсон', 'Захарова', 'Тереза Мэй']","['Мария Захарова', 'Борис Джонсон', 'Т. Мэй']"
29,ru-1006,PRO,"Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.","Ты - эксперт по извлечению именованных сущностей из текстов. 
    ЗАДАЧА: Извлеки все сущности типа **PRO** из приведенного текста.
    Продукты, бренды, названия изданий. Примеры: 'Facebook', 'The Guardian'

    ТРЕБОВАНИЯ:
    1. Найди без исключения ВСЕ упоминания сущностей типа PRO
    2. Сохрани их в той форме, в которой они встречаются в тексте
    3. Не изменяй написание и регистр
    4. Если сущностей нет - верни пустой список
    5. Не добавляй никаких комментариев или объяснений

    ТЕКСТ:
    Официальный представитель МИД России Мария Захарова прокомментировала в своем Facebook решение министра иностранных дел Великобритании Бориса Джонсона уйти в отставку. Захарова написала: Учитывая его лирический склад и любовь к русской литературе, вспомнились строки ""не вынесла душа поэта"", которые хочется завершить на слове ""позора"". Помните, мы говорили о том, что вся эта грязная многокомпонентная интрига плачевно закончится для правительства Т. Мэй?. По мнению Захаровой, в Британии все отчетливее проступают контуры правительственного кризиса, причем оставаться в этой дырявой шлюпке не захотел даже британский король политической эксцентрики. Напомним, Борис Джонсон стал третьим по счету министром в кабинете Мэй, покинувшим свой пост в знак протеста против условий Brexit.

    ФОРМАТ ОТВЕТА - ТОЛЬКО JSON без всяких дополнительных комментариев:
    {""entities"": [""сущность1"", ""сущность2"", ...]}",['Facebook'],['Facebook']
